comment,sentiment,confidence
Hello po 😃,Neutral,0.524
"This is the video that got me started with k8s! It's such an invaluable resource. For those watching: Four hours of content may be overwhelming, but it's totally doable if you split it up over small chunks over a few days.",Positive,0.593
Absolute power packed stuff delivered in 4 hours. Thanks a ton @ Nana❤️❤️,Positive,0.781
will tere be a conflict between namespaces and service(load balancer/ clusterIp) ?,Neutral,0.419
My heartiest congratulations to you and many thanks that you've prepared such a nice tutorial for us,Positive,0.908
Thanks nana,Positive,0.985
Nana is simply the best :),Positive,0.721
This is the best content on internet for Kubernetes. Every minute of the video counts unlike most of the videos online. Great work and Thanks a lot!,Positive,0.916
"I had a real hard time to understand Kubernetes, and I am too busy to read, understand and learn to use the Kubernetes because the materials over the internet does not organize well esp. the official document (it's a shame I would say..), I am so lucky that I tap on this 3 hours+ video, and all I can tell is, this is the best Kubernetes course on Earth, you won't get one that would better than this one!",Positive,0.533
Am 20 minutes into this video and already so many concepts are clearer. Well done Nana. Keep it up.,Positive,0.778
"I thought for a long time how you thank and especially compliment you on your accomplished work. Your training is really clear with a lot of pedagogy, I am an IT professional and I know what I'm talking about. You manage to simplify very complex concepts. It is certainly one of the best training in IT that I have seen. 
Thank you very much Nana for your amazing work!",Positive,0.936
"Great video, awesome explanation, simplified and to the point. Thank you so much for sharing your knowledge and technical expertise with the world!",Positive,0.936
wow wow and wow,Positive,0.832
Good work,Positive,0.945
can you please share the link for the code repo of the demo project. the one provided is not working?,Neutral,0.504
you're the best !! thank you <3 ; what is the best kubernetes book for you ?,Positive,0.844
"Excuse me TechWorld with Nana. I have a question related to volume of type CEPHFS.
Currently, I have Ceph Server running independently. It is not in the Kubernetes cluster. It is the outsider server.
Can I make Kubernetes deployment/pod volume mount to that outside Ceph server? If it is possible, Could you give me some hint?
I am new to Kubernetes. Thank you.",Positive,0.48
Is there any video which explains how to set feature gates of API Server & Scheduler using command line or any other tool?,Neutral,0.385
Can't thank you enough for this course. You have a unique way of delivering the course which makes it captivating and easy to understand. Thank you so much..All the best for your endeavours..:),Positive,0.924
The most useful kubernetes tutorial video I have ever seen!!,Positive,0.768
"Discovered through freecodecamp. Absolutely brilliant. 
Getting to this level of knowledge reading documentation is not happening unless your life depends on it. With this course over a weekend you end up grasping so much so fast. 

Natural progression  for anyone who knows and has used docker. 

All I can say is thank you so much. 🙏",Positive,0.837
When I Discovered your course I was a zero and now I’m motivated to continue and prepare for the CKA,Positive,0.405
"Video Animation is really helpful for better understanding. 

May I know which tool do you use for Animation?",Positive,0.785
I just realized that the links are down below. Thanks,Positive,0.561
"Really the best tutorial for kubernetes, i finaly understood what kubernetes is and how it works. Very very good job.",Positive,0.872
"hi there, wonderful serires on k8s for beginners!!! I have query though, can we use Ingress service and some ingress controller (like Haproxy ingress controller)to route external coming request/traffic on port other than http(80) and https(443) to say something like 5671 (SSL/TLS port of rabbitmq), if yes how? please do reply. Thanks & Regards",Positive,0.517
Excellent material. Thanks for you time and effort producing such a high-quality tutorial,Positive,0.924
Whaddup dude.,Positive,0.473
"hello, thank you for a great video! could you tell me please where do we specify VTEP to internal sevice correlation if we configure app on  different nodes?",Positive,0.625
How big is the difference between minikube and k3s (kubernetes light)?,Neutral,0.578
You are gold,Positive,0.499
"Very clear, informative course and a professional video content!As a developer of my own MOOC, I find your works very inspirational for creating educational materials. Keep it up!",Positive,0.826
"Very nice tutorial. The technical content, visual presentation, and verbal description are all top-notch, better than lots of the paid tutorials.",Positive,0.776
I have just started to learn K8s and this Bootcamp nutshell is just spot on..  thanks for covering this in 4 hours..,Positive,0.716
LOVE U MY SWEET SISTER,Positive,0.924
Thanks for the amazing tutorial!,Positive,0.967
Which font is used to create these slides?,Neutral,0.427
"Hi, how do i get Minikube installed on my Windows machine? Thanks, in anticipation.",Positive,0.669
"Hello, thanks for the tutorial video. One question here. i observe that you have created the external service resource for the mongo express pod as load balance type. However in the port you are defining the key value pair of Node port. if you are defining the config file of the external service in this manner, then what is the difference between the nodeport type external service and load balancer external service. also an additional question. what is the difference between the kubectl apply and kubectl create. thanks for the support.",Neutral,0.585
just wow... amazing video. thank you so much!,Positive,0.997
"Hey Nana, what an amazing course you have here. Is there a way I can, through paypal, support you and show my appreciation?",Positive,0.814
"Thanks Nana
It's helpful for me",Positive,0.921
Surprised they still use the master/slave terminology here... maybe they changed it recently?,Neutral,0.394
Insanely Awesome. Hats off...!!!!,Positive,0.911
you definitely have talent for explaining stuff!,Positive,0.775
I've only just found your channel and I'm so grateful for the help learning multiple components of CS engineering,Positive,0.657
Hey Nana!!! Thank you so much for all this knowledge!!!,Positive,0.941
"I get confused as to why the number of master and node servers isn't always generated when the existing ones are saturated.  The point of this seems to be to scale down when load is low.  ie: run one master in AWS, and it will squeeze down into as few EC2 instances as possible.",Neutral,0.515
"awesome course, so smart engineer, ty",Positive,0.872
"Thumbs up if you are running miniKube with docker and can't enable Ingress to work because of a bug.
OH and she is amazing.",Positive,0.722
"Great content! Thank you!

1 comment, though. Minikube on the Mac is actually more cumbersome to install, as it needs VirtualBox, because the kernel does not support Docker natively. On my Linux box, it works without any configuration and straight on Docker. No need to bring up a virtual linux box running docker. I expect it to run natively in Windows as well.",Positive,0.808
Ma'am i got to know about your channel today only. I watched one Jenkins video and immediately subscribed your channel And i must say that you are doing amazing job via these videos. Thanks for your hard work that you put in these videos.,Positive,0.939
"Fantastic course, well presented from concept to implementation, certainly one of the better courses on this topic, thanks certainly learned a lot. Much appreciated.",Positive,0.884
You are so good ....thanks for sharing !!,Positive,0.975
"WOW! That's what I call an excellent course, probably one of the best on YT.  Thank you for sharing this info.",Positive,0.925
"Seriously, if you never ever heard of Kubernetes: watch this and you will understand it. Quality content!

//edit: I don't subscribe or like very often bus this channel/video deserves both.",Positive,0.708
"I haven't enjoyed 4 hours of video that much since I watched Lawrence of Arabia for the first time. 

Thank you so much for making this, truly a god-tier level of tutorial. Absolutely unreal that you can explain something so abstract and technical so clearly, and in a second language as well. Amazing. Thank you",Positive,0.954
Very helpful thank you so much for such a thorough Kubernetes tutorial!,Positive,0.982
Hey @Nana : What happens if master pod dies in a stateful set ?,Neutral,0.572
This is exactly what I needed! Thank you 🙏,Positive,0.803
"This is a great tutorial :-) 
I have one question at the end of the tutorial
In 3:35:11, you say nodeport is only accessible through a load balancer, but in 1:45:01 you access the mongo-express app without any external load balancer using nodeport 30000. Can you explain bit more",Positive,0.493
Really helpful.. thanks madam 🙏🙏,Positive,0.988
How do I connect to external oracle db from app running on Kubernetes.. Any help would be much appreciated. Thanks,Positive,0.818
"Hi Nana,
Your course was so informative. I was able to answer all questions in my interview . Thank you so much",Positive,0.906
Not only does she have the knowledge but also (quite importantly) the ability to relay the knowledge effectively. Thank you.,Positive,0.665
"22min in, just enough  to get the fundamentals and I'm already wowed by the clarity of your presentation! Thanks a lot!
I got started with the official docs and their ""quick getting started tutorials"", and it was really so abstract and hazy until I saw your presentation! Good work!",Positive,0.677
"Awesome, Nana. It was the best crash course I took ever.",Positive,0.887
Absolutely Brilliant !! Simple explanation and yet detailed!! Thanks for sharing,Positive,0.926
"Great Instructor,  love your videos thank you for the effort you put in.",Positive,0.986
"Another great tutorial Nana.  Thanks for doing these.  My operating system is Windows 10 Home so I am running Docker Desktop and using the default k8 cluster that comes with that.  The minikube commands don't work in this environment, so in the demo project when you enable the external IP for the mongo express service the 'minikube service mongo-express-service' isn't available to me.  Is there an equivalent command that will work in a DD cluster or is there a way to create a minikube environment which works with DD?",Positive,0.494
"Please make a video on ""KNATIVE""",Positive,0.512
Crystal clear explanation. Thanks Nana,Positive,0.896
how to make mounts available on minikube when using EC2 instances ?,Positive,0.525
"Excellent lecture, thank you for breaking down K8 in ways that are easy to digest",Positive,0.924
"Hi Nana, Thanks for this awesome way of teaching. I am facing some problem while I am creating PODS locally with minikube I am seeing following problem. None of the container is starting.

Log from Mongo says - ""Error from server (BadRequest): container ""mongo"" in pod ""mongo-depl-5fd6b7d4b4-wnrdl"" is waiting to start: trying and failing to pull image'
""Failed to pull image ""mongo"": rpc error: code = Unknown desc = Error response from daemon: Get https://registry-1.docker.io/v2/: net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)""
""Failed to pull image ""ngnix"": rpc error: code = Unknown desc = Error response from daemon: Get https://registry-1.docker.io/v2/: net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)"".

I believe some authorisation set has to be done locally from my Docker. Please help me resolving this issue. Thanks",Positive,0.538
Thats absolutely great,Positive,0.944
"Thanks so much Nana for this useful course.. can we have Applaud button, so that we can contribute for this awesome content...",Positive,0.872
"I discover your videos and want to give you a great thanks for your very nice courses ! Really it's so well explained and so useful. 
Many thanks",Positive,0.98
"Thank you, Nana. You're a great and generous teacher.",Positive,0.942
Excellent material!!!,Positive,0.739
"Great tutorial maam, I'm facing an issue on the Ingress Part, you are using Ingress to access the dashboard, I think they have updated the Kubernetes version, I got some errors. I did solved it but I'm unable to access the dashboard using this method........ I tried using IP address directly instead of domain name, still its redirecting to 404 PageNotFound. I do have this in mind can we access dashboard without using any Token. Please let me know if I'm doing anything wrong here.",Positive,0.358
"Excellent courses, thank you so much
I am developer, how i can intall kubernates in production ?",Positive,0.922
Amazing! I am new to learn K8s and I find it very helpful. Thanks,Positive,0.973
Nana you have a great talent for teaching the world tech - Thank You! <3,Positive,0.937
"Nana, thank you for amazing introduction course to kubernetes!
As one of cource suggestion - how to generate YAML templates is being used as examples. I've found the right way for me in ""kubectl Usage Conventions"" - ""You can generate the following resources with a kubectl command, kubectl create --dry-run=client -o yaml > yourtemplate.yml""",Positive,0.795
"I am getting this error when apply my configuration yaml file
error: error parsing nging-deployment.yaml: error converting YAML to JSON: yaml: line 4: found character that cannot start any token. I copied your configuration file
apiVersion: apps/v1
kind: Deployment
metadata:
	name: nginx-deployment
	labels:
	  app: nginx
spec:
	replicas: 1
	selector:	
	 	MatchLabels:
		app: nginx
	template:
		metadata:
		labels:
		app: nginx
	spec:
		containers:
		- name: nginx
		image: nging:1.16
		ports:	
		- containerPort: 80

any comments?",Neutral,0.514
Has kubernetes dropped support for Docker?,Positive,0.413
Kubernetes manages containers/app libraries,Neutral,0.488
"Thanks so much for this comprehensive introduction to k8s.

I am just commenting to push your content in the YouTube algorithm.

Thanks again",Positive,0.903
I have watched so many people explain k8s and this is the best one... Can not wait to watch the rest of your training content.,Positive,0.769
"Hello Nana, do you have video that talks about installing miniKube and KubeCtl in Windows. I have docker containers running and am using the command line winget install minikube but it does not run. winget is not recognized as a command.
Please let me know.
Thanks
Tony",Positive,0.488
"Thank you very much Nana,you helped me conquer my fear.",Positive,0.87
"My Dashboard has disappeared, anyway to recreate it?",Positive,0.425
Awesome tutorial,Positive,0.941
"You have a very cool way of explaining difficult concepts.

In fact I had subscribed for a paid tutorial on a website and tried to understand Kubernetes for about 6 months but couldn't understand and used to get bored. But this tutorial lit the bulb immediately and I could understand the architecture and different components so easily. 

Thanks a lot.",Positive,0.64
Thank you so much for this tutorial ! I kept getting back to it whenever I had issues with k8s and always found the answer in this tutorial. Great job!,Positive,0.909
"When saving a base64 encoded string in a file, don't you still store that information in your code? Isn't it just as easy to decode as it is to encode?",Positive,0.423
"One of the best tech content creators!!!, Thank you very much",Positive,0.963
+1 subscriber ✌️✌️,Neutral,0.53
Just brilliant!! I usually lose interest in an online video tutorial within the first 15 minutes but I am already an hour in and very much excited to finish Kubernetes! Thank you for such a great course Nana! Loads of love! 😊🙏,Positive,0.97
Soo valuable.,Positive,0.48
You are so good Nana! could you please make videos on Kaniko,Positive,0.838
"Wow!!! Nana, you made it too easy...",Positive,0.857
Absolutely brilliant,Positive,0.859
"Thank you for this great video. 
I wanted to say that I don't see any value of the Loadbalancer service type as the traffic could be coming from anywhere to it like the Nodeport service type. Or am I missing something here ?",Positive,0.651
Amazing tutorial! Thanks a lot! I will recommend it to everyone!),Positive,0.976
Thank you so much Nana !,Positive,0.98
great! thanks a lot,Positive,0.993
This is an awesome and best zero to hero tutorial on Kubernetes on whole YouTube. Your explanation is very close to official Kubernetes documentation.,Positive,0.855
"Nana, this is awesome course! Everything is very clear and detailed enough to reason about, ⭐️⭐️⭐️⭐️⭐️",Positive,0.786
"Awesome tutorial.. I do have two questions.. 1. if you're not using minikube and simply running docker and k8 on your local machine than how would the Service get an external IP? On my machine the service runs but the external IP shows as <pending>. 2. Similiar to MongoExpress, if I am running a basic NodeJS app, how would I access the environment variables set in the configmap?",Neutral,0.555
"If anyone can't see ""kubernetes-dashoard"" in namespaces then try running the command ""minikube dashboard"" in a separate tab. It will open a dashboard in the browser. After that, you will see ""kubernetes-dashoard"" in namespaces.",Neutral,0.472
Unbelievable. This is a perfect guide for an idiot to become an expert. You are unimaginably great.,Positive,0.905
Wow!! What a great tutorial!!,Positive,0.924
This is awesome as im struggling in my Kubernetes Course after watching this video the toughest parts have just become easier as a different style of explaining the deployment configs changed everything!.   Checking out your boot camp as well.     Thank you!,Positive,0.859
i found too much problems working with windows server . for example the command grep . idk what the equivalent in windows cmd,Positive,0.431
"Beware at about minute 13:50 => base64 is not an encryption. It's just an encoding. So it means that there's no additional safety in comparison with a plain text file: IT IS a plain unencrypted text file. Anyone that has kubernetes API access, or the underlying data store, and so on... can retrieve those passwords. Unless you specifically enable encryption (NOT base64), or using RBAC rules.",Negative,0.378
I'd like to ask you to make tutorial about node pools. Would be very appreciated as I still cannot comprehend it :(,Positive,0.481
Amazing Nana . Glad to found you :),Positive,0.963
"This is The best K8s ""quick start"" material I could find. I was reading ""kubernetes up and running"" but I started to hate that book after watching the first hour of this tutorial.",Positive,0.582
I love your videos. Thank you from the bottom of my heart!,Positive,0.977
Thank you so much ^^,Positive,0.98
"Hi Nana, 
Grt material , but please include practical problems . Like using cache in docker creation etc.
I have a question regarding docker and kubernetes . How is the overflow of db  connections managed in docker kubernetes enviornment .",Neutral,0.45
How are you doing the animations on this? It's incredibly well done. Did you animate yourself using some Adobe software or pay a third party to do it?,Positive,0.505
Congratulations...,Positive,0.768
"Well done Nana. I appreciate all the hard work you've put into this. Sharing with friends. Keep up the great work, once I get some practice, I'll take a look at your course.",Positive,0.897
"The best material I've found on the topic so far, with well placed crumbs of insights and clarifications. Thank you! 
Also, it would be nice to have links for direct support as I've looked on your udemy page and there are no courses there that would be relevant to me at this time.",Positive,0.798
"First of all- great video! Thank you so much for making this. 

I am on the Ingress section. I keep getting HTTP 400. Maybe something has changed since you made the video. My dashboard service started on port 443 instead of 80.  The following gives me HTTP 400:

apiVersion: networking.k8s.io/v1beta1
kind: Ingress
metadata:
  name: dashboard-ingress
  namespace: kubernetes-dashboard
spec:
  rules:
  - host: dashboard.com
    http:
      paths:
      - backend:
          serviceName: kubernetes-dashboard
          servicePort: 443

--So does this--
apiVersion: networking.k8s.io/v1
kind: Ingress
metadata:
  name: dashboard-ingress
  namespace: kubernetes-dashboard
spec:
  tls:
  - hosts:
      - dashboard.com
  rules:
  - host: dashboard.com
    http:
      paths:
      - path: /
        pathType: Prefix
        backend:
          service: 
            name: kubernetes-dashboard
            port:
              number: 8443

Could you help?
D:\> curl -i https://dashboard.com/ --insecure
HTTP/1.1 400 Bad Request
Date: Sun, 21 Feb 2021 14:30:22 GMT
Transfer-Encoding: chunked
Connection: keep-alive

Client sent an HTTP request to an HTTPS server.",Positive,0.633
"This video is digital gold, @Nana the way you explain thinks seems to me amazing, you're talented. I've to thank you very much.",Positive,0.92
"For this K8s course to watch, is better watch first your Docker course...?",Positive,0.642
"outstanding explaination, honestly!",Positive,0.736
"Hi Nana, this is a great tutorial, the best I've seen on K8s! thanks a lot for this content :) subscribed for additional content!",Positive,0.935
This is just a combination of few set of videos that are recorded few months ago,Positive,0.67
"Hi Nana. (33:00) For multi-master clusters, isn't it quite dangerous to have 2 or even number of master nodes? The reason is, if a master node breaks down, the remaining master nodes can have a new leader, but the minority node(s) that got disconnected or broke down cannot be a leader anymore. So, if 1 master node breaks down in a 2 master node set-up, the remaining node cannot determine that it is in the majority. So, an etcd leader can never be elected. Same thing with 4 master nodes, and 2 nodes break down, the remaining nodes cannot be a majority, so the entire cluster goes down. Therefore, the number of master nodes should always be odd number. 3 master nodes can survive 1 master node break down. 5 master nodes can survive 2 nodes breakdown. 7 master nodes can survive a 3 node breakdown. 1 master node is safer than 2 master nodes. 3 multi master nodes is a good setup. 5 multi-master node is more than enough. 7 multi-master nodes is somewhat the maximum.",Positive,0.41
Fabulous! Thanks Nana!!,Positive,0.902
"Amazing course. Simple, crisp. Many people cover the basics explaining lots of things in short time. This course introduces in components in simple steps. Thanks a lot @Nana. Is it possible to share slides also for reference.",Positive,0.853
"Big fan of you nana, can you please make a video on setting up k8 on windows server and adding windows node to the cluster ?",Positive,0.624
Amazing video... thank you so much!,Positive,0.997
This is wonderful for a start on Kubernetes . Thank you a lot NANA,Positive,0.919
Яб женился,Neutral,0.448
"Great course - as are all of your courses. Probably the best I've come across (for free on YT anyway). One minor point: at 2:00:33, you mention kubectl doesn't have any out of the box means for setting the namespace. There is however ""kubectl config set-context --current --namespace=my-namespace"".",Positive,0.604
"Hello Guys,

I m getting the below error while trying to install kubernetes

The term 'kubectl' is not recognized as the name of a cmdlet, function, script file, or operable program.
Check the spelling of the name, or if a path was included, verify that the path is correct and try again.

Kindly help me to resolve the issue.",Neutral,0.64
i Am in love with her :D <3,Positive,0.998
Vacancy work in an international company,Positive,0.405
I love you mam,Positive,0.86
"Hi Nana, thanks for this awesome course. Really enjoying this course. I have two question. According to minikube documentation I can use docker container to start minikube. Currently I am using it and not using hyperkit. Am I on correct path? What is the advantage of using hyperkit over docker?",Positive,0.805
"Wow! Just Wow. What a fantastic course in terms of content, pacing, and examples. Well worth the time.",Positive,0.857
"I’m a little bit confused about nodePorts. Besides of said at 1:42:00 “nodePorts is the port for external IP address; port you need to put into browser”; I realize I can reach the service through 8081 port. 

The difference here I am using Docker Desktop with Kubernetes enabled instead of Minikube. 


spec.ports[].nodePort"" was totally optional (auto generated).


I really appreciate if someone explain me this behavior:

localhost:8081 ->mongodb-express-service:3000(nodePort) -> mongodb-express:8081(targetPort)

$ kubectl get service -o wide
NAME                      TYPE           CLUSTER-IP      EXTERNAL-IP   PORT(S)          AGE   SELECTOR
kubernetes                ClusterIP      10.96.0.1       <none>        443/TCP          43h   <none>
mongodb-express-service   LoadBalancer   10.99.141.24    localhost     8081:30000/TCP   39m   app=mongo-express
mongodb-service           ClusterIP      10.111.225.84   <none>        27017/TCP        13h   app=mongodb


# mongo-express.yaml
apiVersion: v1
kind: Service
metadata:
  name: mongodb-express-service
spec:
  selector:
    app: mongo-express
  type: LoadBalancer
  ports:
  - port: 8081
    targetPort: 8081
    #nodePort: 30000",Neutral,0.551
"I'm having a problem when running ""minikube service my-service"": I am using Docker on WSL2 for Windows as the driver for minikube, and for some reason I always get the error message ""error starting ssh tunnel:  exec: ""ssh"": executable file not found in %PATH%"". But I have the ssh-binary added to my %PATH%, and it still is not working. I have no idea how to fix this....",Neutral,0.412
Thank you Nana! You covered all the concepts perfectly and really helped me understand the fundamentals. I'm really grateful!,Positive,0.872
It was a great tutorial. Thank you for the great work.,Positive,0.986
"Awesome tutorial, both for information and practical samples",Positive,0.843
A wonderful course. Thank you Nana!,Positive,0.961
2:04:14 - error: http: //my-app.com  but host: myapp.com (have to be my-app.com),Neutral,0.499
IT is awesome tutorial. Other Youtubers should learn from  you . How to structure the content/ editing /how to perfectly explain each and every slide with demo& troubleshooting hands on experience,Positive,0.674
"very good explanation, thank you very much",Positive,0.986
Thank you very much Nana . Great work helped me a lot . 👍,Positive,0.984
"Just completed Docker course from you and came to this one . Really excited to complete this one too . Liking it even before starting , i know this is going to be awesome.",Positive,0.839
"the ingress stuff does not work, any solution ? it always timed out",Positive,0.665
"so clean explanation, thank you.",Positive,0.925
The best kubernetes tutorial i've ever watched with very clear explanation,Positive,0.884
"Great explanation Nana, thank you for sharing your knowledge with us. I am so grateful to you. I subscribed and following you.",Positive,0.931
"01:09:10 Differences between labels in deployment metadata, spec, and service spec selector.",Neutral,0.503
This is such a great tutorial! Thank you Nana so much for your clear explanations and visuals!!!! This tutorial is very much appreciated!!!! ❤❤❤❤❤,Positive,0.947
"nicely done! I'm an embedded software engineer lacking cloud fundamentals, until found this video",Positive,0.685
"Finding this video is a treasure. Thank you, now I know k8s*!
At least, this video is a really great intro into k8s, and helped me a lot to understand how it works. Thank you very much!

---
* - who am I kidding? there are numerous hidden stuff left",Positive,0.928
"Great effort .. ridiculously clean, simple, and easy to grasp :) hats off to you Nana.",Positive,0.88
Thanks for a very valuable knowledge. Brilliant work.,Positive,0.934
Another amazing video🎉,Positive,0.955
"Hi Nana, 
excellent course/tutorial. I'm close to half way done. Wondering if you may have a tutorial on K8s rest API similar to this one?",Positive,0.77
"If different microservices use the SAME ingress & service (in AWS EKS), how can they append their respective paths via config file to the rules w/o overwriting existing rules? Imagine each microservice, in its own Git repo, having its own ingress.yaml file (Helm chart), but referring to the SAME host & service but have it's own ""/microservice"" path.",Neutral,0.572
I use Linux Academy (A Cloud Guru now) and although it is a great tool for studying your break down is amazing! It has helped me to go back and understand more as a I prep to take my CKAD certification 😊,Positive,0.828
"I've been using k8s at work for deploying out docker containers for some months now, thank you for making my concepts and grip on k8s clearer. Great stuff, Nana!",Positive,0.937
Great video Nana! I think there is a mistake at 3:32:32: the title on top of the service in the cluster is ClusterIP and not NodePort (or maybe I'm wrong?). Have a great day! :),Positive,0.546
magari xar!,Neutral,0.448
"I have gone through tons of videos and blogs from many sources, paid and free. By far the best one I would say. It cant be made any better. Great work and thank you for the brilliant content.",Positive,0.918
"I would like to let you know that I am a beginner in Kubernetes. I have successfully completed a few POCs related to the Kubernetes version upgrade (Existing v1.14.12 to v1.18.x, Existing v1.14.12 to v1.19.2). During the upgrade process, I faced some configuration issues which I resolved. In project code, our colleagues have written the custom Ingress Controller code in Go Language by using the go package ""k8s.io/api/extensions/v1beta1"". As per the upgrade process, I will have to upgrade the existing go code as per v1.19.2 by using networkingv1 ""k8s.io/api/networking/v1"" package but facing challenges because I am a beginner for Go Lang as well. Existing Ingress Configuration ... apiVersion: extensions/v1beta1    kind: Ingress          Now Ingress Configuration ....apiVersion: networking.k8s.io/v1
kind: Ingress
Could you please help me to resolve my issue?

Thanks.",Positive,0.468
I have been impressed by the delivery method.. plain and simple,Positive,0.452
Thanks for creating such a wonderful Kubernetes Tutorials for beginners and intermediate people.,Positive,0.837
Thanks a lot,Positive,0.955
"Wow, thank you! I've been slowly learning Kubernetes, and wished I'v watched this video first. Be geeky though (more than you already are) and say ""cube-cuttle"" LOL!",Positive,0.837
"Thank you so much for this! Most documentation and tutorials I look at had confusing yaml files while you explained the basic concepts and then actually explained each part of those intimidating ya l files.
Thank you so much!",Positive,0.837
Best course for learning Kubernetes. Great Work !!!!,Positive,0.987
"You are just awesome..watched many videos but except u none explained so nicely the complex topics.
Will really be helpful if you can guide what topics we should focus next .
Thanks in advance 🙏",Positive,0.856
"Just like the Docker course, this is BY FAR the best tutorial on Kubernetes on YouTube. Sending DevOps beginners here to learn in the most efficient way. Thank you so much for offering these excellent courses for free.

And now... please make a Nomad course, if time permits. It would be an excellent companion to this K8s course.",Positive,0.865
Thanks a lot!!!,Positive,0.955
2:01:06 Do we need kubectx? Wouldn't the following do the same thing? kubectl config set-context --current --namespace=my-namespace,Neutral,0.563
"Once more, Nana comes to my rescue to teach me things the colleges and ""training courses"", should have and didn't",Neutral,0.568
"Best kubernetes tutorials I came across, you make things look so simple.  keep it up !!!",Positive,0.825
where can I get the slides ?,Negative,0.343
Best kubernetes course ever. Thank you so much Nana!,Positive,0.989
How come I don't have a kubernetes-dashbaord namespace? All namespaces show up except for this one on my machine.,Neutral,0.475
"You are Just Excellente !
Great Job ! good explain  and Wondrful 
 Thank you",Positive,0.972
"Hi 
Appreciate your efforts taken to out this course in a meaningful way.
Much better than some paid courses .👌👌👌
I do have some questions on using containerd as CRI in creating k8 cluster.
Is this the right forum to ask here or is there any link to discuss !!
Thanks",Positive,0.761
You are great 😘,Positive,0.952
Thank you,Positive,0.968
"So the master nodes runs as monolitic applications and scales and scals up and out as a whole (front, back and db).",Positive,0.418
etcd is the organized memory and not the brain hh.,Neutral,0.466
Master and Slave..... 2020...,Neutral,0.508
Thank you for this excellent material. This really gives me a fantastic start with Kubernetes. Keep this great work up. It's very appreciated,Positive,0.944
"Hi Nana, can u also make a video how to develop ci/cd pipeline  for the same scenario which you explained in this video.",Neutral,0.497
"Inspiring video!
1:47:41 ""publicely"" should be ""publicly""",Positive,0.636
This is the best K8s tutorial I've seen so far. Thanks Nana,Positive,0.932
Containerization word was never that simple before :-) Kudos to @Nana,Positive,0.677
"Such an exceptionally good video guide, it explained everything necessary to work with Kubernetes in a simple and connected way! Thank you very much, Nana! 👏🐻",Positive,0.945
Can't believe you put up all your experience and hard work into ~4 hours tutorial and giving it for free. May god bless you with more subscriptions and enrollments for your courses. Keep up the great work and enlighten the DevOps enthusiasts.,Positive,0.734
"You are great, very clear and intuitive.",Positive,0.877
Awesome Nana👌,Positive,0.974
Simply amazing. Congrats.,Positive,0.953
Thank you.,Positive,0.968
"This really is the gold standard of Kubernetes tutorial. Really brilliant work, well done.",Positive,0.897
You have explained everything greatly,Positive,0.554
Incredible tutorial! What I like most about this tutorial - you seem to answer WHY questions first with great graphics before diving into WHAT (that requires good amount of time investment). Other tutorials start from the terminal and only answer WHAT - this makes you even more confused with overwhelming number of components. K8s is now easily understood with good structured tutorial. I know this is just a beginning! Keep up the good work!,Positive,0.763
"Wow, such an amazing work. I appreciate it.
Thank you for all your effort. 
Lucky to find you.",Positive,0.984
"fantastic video, congrats",Positive,0.914
Thanks for sharing the course. I got lost in Persistent Volume and Storage Class so if anyone found other materials helpful for you to take a grip please share with me.,Positive,0.721
"is the beeeesssttttttttttttttttt video to learn about kubernetes, thanksss a lot!!!!!!!!!!!!",Neutral,0.516
LoadBalancer type dosnt open the port 30000 but 8081 so I have used NodePort as a service type and it works,Neutral,0.42
thanksss from Argentina,Neutral,0.448
You are like godmother of emergent technologies. Thanks for this great tutorial!,Positive,0.941
You can’t imagine my happiness in this video! Thanks Nana! Awesome!,Positive,0.93
Thankyou Nana for creating such comprehensive course on Kubernetes even better than paid courses,Positive,0.696
Very well structured course with the right amount of detail. Just what i needed to get started on the kubernetes journey. Thank you Nana.,Positive,0.762
"I've searched a lot over the internet for useful guides and none of them were as clear and helpful as yours.
Your videos are amazing, Thank you so much!",Positive,0.957
beautiful explanation...god bless u for this,Positive,0.851
Thanks a lot deep voice lady really helpful!!!,Positive,0.957
Amazing tutorial. Thank you for taking the time to make and publish it :),Positive,0.936
"Thanks Nana, excellent course!",Positive,0.971
Thank you 🙂,Positive,0.968
Very well explained and presented. Thanks a lot for this excellent course,Positive,0.912
"only 20 mins in, and this is one of the better tutorials i have seen, and i have been looking at a lot. great work, im subscribed and will watch for more content",Positive,0.8
thank you :),Positive,0.968
Very useful.,Positive,0.756
This was extremely informative and educational. Thank You!,Positive,0.89
Thanks a lot to a brilliant teacher. You exactly know how to explain in structured manner.  A big hug for you. 🤗,Positive,0.81
"you are the best , really explained well, I really the liked the core components explanation, very simple and easy to understand",Positive,0.779
Awesome video! Thanks a lot!,Positive,0.99
"Literally saved months effort !! 
More than anything your teaching skills are insanely good, Appreciate the work",Positive,0.911
Thank you very very much Nana! You have the ability to explain it in a simple way.,Positive,0.877
Wow! What a great and thorough introduction to Kubernetes. Thank you for making this available 😃🙏,Positive,0.943
"Hi  Nana, yours course is very greate.
But i have some problems, if i want to config the Kubernetes (minikube).
If i install it and run the ""minikube start"" command, my computer shutdown and i dont know the reason. 
Thank to help me.",Neutral,0.465
"ok, you are the best",Positive,0.539
